genes,logFC,logCPM,LR,PValue,FDR,AGI,At_symbol,At_short_description,perc_ID
BraA05g014830.3C,-1.8150830301148861,0.6441260034602644,10.161589349401751,0.001433969475645738,0.021356929444990097,AT2G30670,NA,NAD(P)-binding Rossmann-fold superfamily protein,84.918
BraA05g001470.3C,-0.6026580227078351,2.0237550551389214,10.144524232030605,0.0014473051285629546,0.021544468121383182,AT2G46320,NA,Mitochondrial substrate carrier family protein,86.198
BraA02g015700.3C,0.2938016235959782,4.872788577866642,10.143209499522243,0.001448337730663433,0.021548765989655022,AT5G51670,NA,Protein of unknown function (DUF668),85.514
BraA07g009290.3C,-0.5321271683979457,5.661920004250613,10.140437492122956,0.0014505173340765916,0.021570116084974694,AT3G23810,ATSAHH2,NA,88.889
BraA06g038010.3C,-0.6701067186193043,3.4642848447935473,10.116743713691037,0.001469283583807123,0.02183797170637493,AT3G26910,NA,hydroxyproline-rich glycoprotein family protein,80.513
BraA07g036590.3C,0.7144597498577808,2.1129357976732552,10.106878617214292,0.0014771693804239865,0.021943919288267714,AT1G72220,NA,RING/U-box superfamily protein,80
BraA02g041550.3C,-0.8064332201047419,5.263308076739335,10.098549245058067,0.0014838609382253616,0.022032026477966312,AT5G25560,NA,CHY-type/CTCHY-type/RING-type Zinc finger protein,88.235
BraA05g010620.3C,-1.0206167974474425,2.0203707578343044,10.092216566685124,0.001488968948682307,0.02209654329171571,AT2G34500,CYP710A1,"cytochrome P450, family 710, subfamily A, polypeptide 1",82
BraA09g023440.3C,0.9124716069879797,0.818484351053093,10.087206092535084,0.001493023069465485,0.02214536214863091,AT2G02080,AtIDD4,indeterminate(ID)-domain 4,84.82
BraA04g003560.3C,-0.5057709250074343,8.504106925708582,10.081239991187573,0.0014978649989243816,0.022205810280881005,AT3G57010,NA,NA,85.5
BraA08g025340.3C,-1.1999328488131318,0.6509976553981979,10.07597550832439,0.001502150718976219,0.02225795500117806,AT1G25275,NA,NA,90.155
BraA10g023130.3C,0.5800881735357681,3.107740850443889,10.074509928814592,0.001503346028955568,0.02226427799937878,AT5G16650,NA,Chaperone DnaJ-domain superfamily protein,82.742
BraA02g015520.3C,1.1681940084848152,1.8969999013864505,10.068388804352537,0.0015083487703663556,0.022326953081232802,AT5G52050,AtDTX50,MATE efflux family protein,80.026
BraA05g015030.3C,-2.5786669161898965,1.1238116403966707,10.055753146767358,0.0015187291721270384,0.022462349946044312,AT5G36970,NHL25,NDR1/HIN1-like 25,86.483
BraA02g028540.3C,-1.4572141515424928,0.9208837610574594,10.055368065301423,0.001519046656458879,0.022462349946044312,AT4G11070,AtWRKY41,WRKY family transcription factor,77.268
BraA07g016480.3C,0.39134534967718865,5.22275823867307,10.037186865419883,0.0015341130888480998,0.022673565284567224,AT5G67420,ASL39,LOB domain-containing protein 37,82.497
BraA08g003870.3C,-0.8163475183383383,3.18206407476262,10.02788381120925,0.0015418808056084773,0.02277674817790228,AT1G49320,ATUSPL1,unknown seed protein like 1,85.327
BraA07g012770.3C,-0.9590298279244676,2.442774040880838,10.026293624163316,0.001543212535698398,0.022784801597406316,AT1G25390,LRK10L4,Protein kinase superfamily protein,82.147
BraA04g023090.3C,-2.3025451452163366,-0.47464638286407296,10.019573105675079,0.0015488536298621724,0.022856440117089868,AT2G31985,NA,Protein of unknown function (DUF1264),90.634
BraA08g001510.3C,0.38113463639050027,3.693111812865567,10.014913750497527,0.0015527768720434655,0.0229026682430525,AT5G18420,NA,NA,87.732
BraA01g013200.3C,-0.5371267393400257,5.207103997657695,10.011018053545968,0.0015560648282756805,0.02293522479003028,AT4G22590,TPPG,NA,88.779
BraA03g001090.3C,0.49055321127226315,9.150777901469741,10.010423015833226,0.0015565676586992382,0.02293522479003028,AT5G03380,NA,Heavy metal transport/detoxification superfamily protein,81.308
BraA01g004730.3C,-0.2870915073882255,5.255130695764597,10.005459891335136,0.0015607681116062758,0.022985424838337876,AT4G33240,FAB1A,1-phosphatidylinositol-4-phosphate 5-kinases;zinc ion binding;1-phosphatidylinositol-3-phosphate 5-kinases,85.435
BraA08g014230.3C,-0.5686277086684889,7.584047160085661,10.004011164065133,0.0015619963797551223,0.02299182476054186,AT4G20830,AtBBE19,FAD-binding Berberine family protein,82.812
BraA02g018470.3C,2.1362515416788077,0.43110440836774816,9.998397307673017,0.0015667652058564236,0.023041926526466965,AT1G68520,BBX14,B-box type zinc finger protein with CCT domain,82.644
BraA01g043750.3C,0.42212329400019116,3.527091639870892,9.998131933625558,0.0015669909989346838,0.023041926526466965,AT3G03220,ATEXP13,NA,85.938
BraA09g006270.3C,-0.5605936909298959,4.741948182384805,9.995769327282844,0.0015690026721867265,0.023059801830494723,AT5G24090,ATCHIA,chitinase A,85.824
BraA05g000080.3C,0.6099408357367956,6.3050194507644255,9.992290004970357,0.0015719699520559847,0.02309169653709826,AT2G48080,ALKBH10A,NA,74.309
BraA03g049690.3C,0.2993443634377783,4.347407355793336,9.991170732171653,0.001572925712356773,0.023094025360137355,AT4G21705,NA,Tetratricopeptide repeat (TPR)-like superfamily protein,81.959
BraA09g024860.3C,0.4081876585507086,8.613191585601587,9.984717180420688,0.0015784479688350148,0.023163364114089518,AT4G05390,ATRFNR1,root FNR 1,87.204
BraA08g010990.3C,0.38739932018766493,5.350054373124969,9.980078129015254,0.0015824296990308122,0.023198222130744222,AT4G14930,NA,NA,86.23
BraA03g040080.3C,0.8456564949168751,7.085230328427642,9.979546171776448,0.0015828869313635134,0.023198222130744222,AT3G22120,CWLP,NA,73.107
BraA09g026090.3C,-0.3383039567587048,3.8420239300456425,9.978553366255724,0.0015837406338293366,0.023198222130744222,AT4G22290,SHOU4L2,NA,75
BraA09g048940.3C,-0.313270047167595,5.612562215515089,9.978220892557246,0.001584026628507735,0.023198222130744222,AT3G58710,ATWRKY69,WRKY DNA-binding protein 69,85.595
BraA03g024820.3C,-2.1056144869176525,-0.37579653470844876,9.975640217303521,0.0015862483112548047,0.02321902025286972,AT2G28605,NA,Photosystem II reaction center PsbP family protein,81.044
BraA09g011730.3C,-0.47657103084893737,3.8153122725352873,9.964720389249123,0.0015956840928273194,0.023342027831637933,AT2G19130,NA,NA,78.494
BraA10g017910.3C,1.6555278834119573,-0.26431048595270534,9.964052143400636,0.0015962633642113624,0.023342027831637933,AT5G60190,NA,Cysteine proteinases superfamily protein,82.759
BraA08g013360.3C,0.6205136055795044,5.601843256891339,9.95794609772038,0.0016015662881191158,0.023403444711877257,AT4G19160,NA,NA,74.841
BraA03g000040.3C,-1.828650634595321,0.383687390721881,9.957356568762293,0.0016020792206452846,0.023403444711877257,AT5G01380,NA,Homeodomain-like superfamily protein,86.094
BraA07g038660.3C,-0.5968899108835355,3.832285897916619,9.953353386927176,0.0016055666806137382,0.023439713122383184,AT1G74950,JAZ2,TIFY domain/Divergent CCT motif family protein,78.641
BraA06g017710.3C,0.5575649966486048,2.995117959435427,9.952649952614493,0.0016061802867968317,0.023439713122383184,AT3G49380,iqd15,NA,82.072
BraA07g035250.3C,-0.7073232437143372,2.2694128265912905,9.9462836021616,0.001611744473200526,0.02350907044293698,AT3G29670,PMAT2,NA,74.893
BraA09g064040.3C,-0.329243161375805,5.069157977458932,9.941241151457717,0.0016161654265789923,0.023554865728056647,AT1G02170,ATMC1,metacaspase 1,86.594
BraA06g024650.3C,-0.24154785594748787,6.496505143756688,9.940848277420145,0.001616510393101927,0.023554865728056647,AT3G48670,IDN2,XH/XS domain-containing protein,87.472
BraA03g025260.3C,-0.916283904283348,1.4329769386958124,9.935548355808578,0.0016211713329122182,0.023610905566516408,AT2G27080,NHL13,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,79.055
BraA06g011520.3C,0.2689683223298287,6.697521885839148,9.932854858711167,0.0016235453053003342,0.023633598192934712,AT1G15440,ATPWP2,periodic tryptophan protein 2,85.128
BraA01g027470.3C,-0.6212959193323231,3.487343343420185,9.92930900983933,0.0016266758869356126,0.023667276289678966,AT1G58360,AAP1,amino acid permease 1,87.123
BraA09g025640.3C,-0.5151103456172771,2.87308177307648,9.911397476389553,0.0016425834523610147,0.02388448890928381,AT4G04620,ATG8B,Ubiquitin-like superfamily protein,92.571
BraA03g011960.3C,-0.4117660696128534,4.2898099473334135,9.910646145979797,0.0016432541561793232,0.02388448890928381,AT5G58300,NA,Leucine-rich repeat protein kinase family protein,84.808
BraA01g013860.3C,-1.2942698808022255,1.1216362785500742,9.90843202257264,0.0016452322920468988,0.02390124826279567,AT4G23290,CRK21,cysteine-rich RLK (RECEPTOR-like protein kinase) 21,84.33
BraA08g021550.3C,0.8179755015567414,2.235217532215614,9.896069223475507,0.0016563218534717873,0.02405029145432117,AT4G37580,COP3,NA,84.265
BraA03g018780.3C,-1.0382801568768323,1.7041590269512488,9.893418846931297,0.0016587091097007938,0.02407107452527391,AT2G35910,NA,RING/U-box superfamily protein,84.416
BraA06g010530.3C,-0.8562131817384181,2.3819329868576142,9.892635813895112,0.0016594150727344654,0.02407107452527391,AT1G14370,APK2A,protein kinase 2A,84.388
BraA09g047160.3C,-0.6031982298290125,2.6916334942374602,9.873376073471405,0.001676875326979509,0.024312174410381592,AT3G56440,ATATG18D,NA,89.901
BraA03g025060.3C,0.6327729864943619,3.2584786716350775,9.853466080665143,0.0016951207913416654,0.024564411747666513,AT2G27510,ATFD3,ferredoxin 3,84.188
BraA09g009710.3C,-0.2979116012352476,5.1610700114622485,9.851454304163326,0.0016969755308699837,0.024565700520038113,AT5G66210,CPK28,calcium-dependent protein kinase 28,85.281
BraA10g021960.3C,-0.7063526895129668,2.6969498866095196,9.851133704649214,0.001697271294639794,0.024565700520038113,AT5G18130,NA,NA,81.206
BraA05g017760.3C,-1.1011712434594312,2.1233474773934904,9.85061079047027,0.001697753812521275,0.024565700520038113,AT1G52410,AtTSA1,TSK-associating protein 1,75.455
BraA08g013280.3C,-0.8759818151125224,1.7024540997278956,9.84853896118706,0.0016996669549572503,0.02457237914374623,AT5G23830,NA,MD-2-related lipid recognition domain-containing protein,73.504
BraA09g000650.3C,-0.42136305702304805,3.790450466610005,9.847685771679679,0.0017004554312668356,0.02457237914374623,AT4G00330,CRCK2,NA,83.519
BraA06g008280.3C,0.5704125085683387,3.4094294251618376,9.847356145023397,0.0017007601554546805,0.02457237914374623,AT1G11700,NA,"Protein of unknown function, DUF584",85.346
BraA10g032090.3C,-0.7027173647221078,2.247659610736509,9.845918286300218,0.0017020900347396116,0.02457933406098558,AT5G04250,NA,Cysteine proteinases superfamily protein,88.771
BraA01g032840.3C,-0.40727071008743115,4.237427919103298,9.84467538056721,0.0017032404504785047,0.024583691763558208,AT3G20770,AtEIN3,NA,83.412
BraA04g029100.3C,-0.8694573368614167,1.5484653170760156,9.842751054577363,0.0017050231333418622,0.024597166397732604,AT2G41140,ATCBK3,NA,86.207
BraA07g022810.3C,-0.6524901536051505,4.460033888787495,9.82219540026189,0.0017241841219050487,0.024861207388424813,AT3G57330,ACA11,NA,89.207
BraA03g025400.3C,0.42250288818515264,6.480574285470849,9.815933654659347,0.0017300642647497802,0.02493358289615504,AT2G26660,ATSPX2,SPX domain gene 2,83.276
BraA04g000890.3C,-1.8905812942915583,-0.10033037983541909,9.810606040432134,0.0017350832006794352,0.024993480933506652,AT3G61980,AtKPI-1,NA,75.789
BraA06g025460.3C,-0.8255578615925429,1.5957254223708166,9.80638421100609,0.0017390708963175108,0.02503847203008233,AT5G61980,AGD1,ARF-GAP domain 1,89.08
BraA03g001900.3C,-0.38033311838843553,4.222095138225157,9.804133532987862,0.0017412005501712688,0.02505668034642887,AT5G05010,NA,clathrin adaptor complexes medium subunit family protein,88.479
BraA05g038340.3C,-0.3074973719766039,6.3769545242969805,9.792137589803403,0.0017525961042037244,0.02520814495857671,AT3G07320,NA,NA,85.247
BraA03g059570.3C,-0.8649665156958505,1.9715269412537513,9.789467298822004,0.001755143015463261,0.025232249564238085,AT4G35600,CST,Protein kinase superfamily protein,79.883
BraA05g001100.3C,-0.6445621977507769,4.685987117840757,9.78177457951655,0.0017625012817504121,0.025325464846104137,AT2G46760,AtGulLO6,"D-arabinono-1,4-lactone oxidase family protein",87.934
BraA04g022630.3C,0.1937341162498321,6.809178288526858,9.779450396687935,0.001764730560321975,0.025344925568372322,AT2G31660,EMA1,NA,89.908
BraA01g028290.3C,-2.434401981289044,-0.4165930767161001,9.778207931664696,0.001765923463083282,0.025349490029036924,AT1G60500,DRP4C,Dynamin related protein 4C,82.192
BraA05g018070.3C,-0.6393846354696491,4.151426350577382,9.777009618520566,0.0017670747492865703,0.025350883754615108,AT1G51800,IOS1,Leucine-rich repeat protein kinase family protein,88.357
BraA05g040050.3C,0.5085915887760583,3.3021614013468774,9.776285496365617,0.001767770822435878,0.025350883754615108,AT3G05120,ATGID1A,NA,80.077
BraA04g027800.3C,-1.4927411007499467,0.39149348457838046,9.767655160263729,0.001776088282539733,0.02545755832192528,AT2G39518,CASPL4D2,Uncharacterised protein family (UPF0497),83.735
BraA03g016200.3C,-0.6726922253492584,2.9774570559873155,9.75102604936312,0.0017922265355061766,0.025676171256450508,AT2G43590,NA,Chitinase family protein,85.106
BraA10g030890.3C,0.46669034202552984,6.820595131735617,9.745350958907025,0.0017977680546375418,0.025742829958843458,AT5G08570,NA,Pyruvate kinase family protein,88.243
BraA09g062540.3C,-0.42327137358637407,6.368904710656267,9.741831319877434,0.0018012135748450753,0.025779424326142362,AT1G08930,ERD6,Major facilitator superfamily protein,87.807
BraA03g034450.3C,-0.6805356157903,4.150994324125023,9.737566833395078,0.0018053972249735869,0.0258265416360666,AT3G10710,RHS12,NA,84.875
BraA09g061760.3C,-0.680704756035686,2.8029536442288174,9.736112059330779,0.0018068266744230238,0.025827612852724738,AT1G10640,NA,Pectin lyase-like superfamily protein,87.389
BraA02g017690.3C,0.2786600176169775,5.852167173976213,9.735066803481232,0.0018078544426067425,0.025827612852724738,AT1G65030,NA,Transducin/WD40 repeat-like superfamily protein,85.265
BraA09g035230.3C,-0.5121233340244244,3.6751170208094455,9.734769498668754,0.0018081468815702075,0.025827612852724738,AT1G29800,NA,RING/FYVE/PHD-type zinc finger family protein,87.883
BraA10g002130.3C,0.2432517885572003,5.0977189420888385,9.732841741642062,0.001810044251495398,0.025841837164292752,AT1G03560,NA,Pentatricopeptide repeat (PPR-like) superfamily protein,80.385
BraA08g001870.3C,-0.34829097079586996,4.849986444585245,9.731811953621019,0.00181105863374617,0.025841837164292752,AT3G01980,NA,NAD(P)-binding Rossmann-fold superfamily protein,85.127
BraA03g052320.3C,0.22425737568428267,5.807448732737979,9.731040475587108,0.0018118189478278993,0.025841837164292752,AT4G25210,NA,NA,71.056
BraA05g040480.3C,-0.5780879768229175,3.368094405404185,9.718790608694889,0.0018239349900434118,0.02600184487774486,AT3G04630,WDL1,WVD2-like 1,82.743
BraA09g037110.3C,-0.6860760459484461,1.3943232417291795,9.717276111204711,0.001825438635035655,0.02601048026547607,AT1G27360,SPL11,squamosa promoter-like 11,76.667
BraA04g026770.3C,-1.0866813552642893,1.75536929569231,9.714411197979587,0.0018282864559955093,0.02602745030121641,AT2G37750,NA,NA,78.039
BraA02g022540.3C,-0.43065558198943843,4.370044255432339,9.714270343019919,0.0018284265866810065,0.02602745030121641,AT1G74950,JAZ2,TIFY domain/Divergent CCT motif family protein,75.161
BraA03g024570.3C,-1.2396538885337187,0.5494605440016177,9.709920362198574,0.0018327595631994268,0.02607631582846807,AT4G22100,BGLU3,NA,87.908
BraA07g026960.3C,-0.3260745549668124,5.954230724258158,9.700427995380949,0.0018422509925630258,0.026194949975074207,AT1G77590,LACS9,long chain acyl-CoA synthetase 9,87.325
BraA01g024940.3C,1.2810840029925497,0.80530692370097,9.699774510334635,0.001842906243068256,0.026194949975074207,AT5G50200,ATNRT3.1,nitrate transmembrane transporters,79.779
BraA06g038250.3C,0.5780114793573192,6.783968656760672,9.695673275709098,0.0018470239542429732,0.026240603191030137,AT3G26520,GAMMA-TIP2,NA,90.289
BraA06g012940.3C,-1.3550887562037395,0.3258157340031079,9.68805438122628,0.0018546982265993297,0.02632624240700748,AT1G17147,NA,VQ motif-containing protein,86.926
BraA01g044470.3C,1.0670526323242624,1.017386402470998,9.687586662423811,0.001855170396563087,0.02632624240700748,AT3G44290,ANAC060,NA,85.178
BraA02g034850.3C,0.33946497536342013,9.44219468544869,9.686984626308359,0.0018557783414495054,0.02632624240700748,AT2G01520,MLP328,MLP-like protein 328,90.351
BraA03g004520.3C,-0.6078213490323167,2.739725967761951,9.682135499035937,0.0018606824303523785,0.02638289214020935,AT5G11060,KNAT4,KNOTTED1-like homeobox gene 4,88.445
BraA09g015570.3C,-0.39866447794788734,4.815596931694252,9.6729020124411,0.0018700569226955156,0.026499952538011996,AT1G62790,NA,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,78.431
BraA02g006210.3C,0.6250350741065603,2.555196738538531,9.672203698158015,0.0018707678452166022,0.026499952538011996,AT5G15820,NA,RING/U-box superfamily protein,81.004
BraA04g028160.3C,-0.3916638633362241,4.19626223547299,9.670083333017686,0.0018729281732503742,0.0265175871567531,AT2G40095,NA,Alpha/beta hydrolase related protein,87.143
BraA06g036110.3C,1.347311932260109,0.08522592112963848,9.664766859424773,0.0018783559726750284,0.026581443974816914,AT3G30725,AtGDU6,glutamine dumper 6,81.395
BraA01g044250.3C,-0.4352645146457276,3.1641297235110075,9.661045122469147,0.0018821651269782839,0.026610999417205163,AT3G02780,IDI2,NA,90.29
BraA04g011750.3C,-1.404502763975673,0.8188359478160627,9.660931293927675,0.00188228175248044,0.026610999417205163,AT5G39430,NA,Protein of unknown function (DUF1336),81.431
BraA06g014840.3C,-0.523704547809189,4.1701521652000375,9.650205937332615,0.0018933035756556586,0.026753764868094203,AT1G19230,AtRbohE,Riboflavin synthase-like superfamily protein,84.223
BraA03g038360.3C,0.4119690688983601,5.810612697593831,9.640612568908097,0.001903217540362876,0.02688074388553476,AT3G18490,ASPG1,NA,82.482
BraA06g014580.3C,-0.7283911325454558,2.3291654283052026,9.634096690839073,0.0019099811629330915,0.026951095154427025,AT1G18860,ATWRKY61,WRKY DNA-binding protein 61,86.183
BraA01g028010.3C,-1.9879844733470415,-0.432937548208499,9.634021534348165,0.0019100593189739948,0.026951095154427025,NA,NA,NA,NA
BraA08g029700.3C,-0.7537978034593725,5.091087838027987,9.631144531341135,0.001913053583868652,0.026980202637539974,AT1G16030,Hsp70b,heat shock protein 70B,82.856
BraA06g024290.3C,-0.5859792525681731,3.6687765359435343,9.625330656397267,0.0019191189540693294,0.02705257316860357,AT3G48000,ALDH2,NA,88.845
BraA06g032060.3C,-0.50610786899885,6.403059302446024,9.617275301420023,0.0019275549968123787,0.027158274877267016,AT4G20240,CYP71A27,NA,73.836
BraA03g041440.3C,-0.3650344004976526,4.2229307138996806,9.614843233641537,0.0019301093824786047,0.027170660844561736,AT3G25070,AtRIN4,NA,79.109
BraA10g015690.3C,0.5994356653642362,4.525333247588135,9.614652363025812,0.0019303099978634371,0.027170660844561736,AT3G29110,NA,NA,79.556
BraA09g027300.3C,-0.937006385109496,0.8432241586067136,9.59860679800336,0.0019472505630213383,0.027395801024576068,AT1G66780,NA,MATE efflux family protein,86.906
BraA08g009890.3C,-0.8075675008044872,3.3703327009616295,9.596522744915148,0.0019494618933998125,0.02741359812039115,AT1G31710,NA,Copper amine oxidase family protein,88.146
BraA10g022130.3C,-0.44839587003676445,4.588666264166234,9.595244984067548,0.0019508189484148176,0.027419370838272894,AT5G17990,pat1,tryptophan biosynthesis 1,85.034
BraA08g032190.3C,0.7297491629860896,1.9341118327770415,9.578297168202042,0.0019689093558518888,0.027660216401705875,NA,NA,NA,NA
BraA05g007030.3C,0.6512638105560132,3.452362477178878,9.574889069915372,0.001972567711729769,0.027698178125733375,AT2G38640,NA,NA,86.689
BraA01g004140.3C,-0.38011197040101863,4.558782984230578,9.570521521124306,0.001977266047496548,0.027750699061957363,AT4G34140,NA,D111/G-patch domain-containing protein,84.514
BraA07g034540.3C,-0.4306559299650555,3.9378062942917555,9.568410700365149,0.001979540801456814,0.027753922117160018,AT1G66620,NA,Protein with RING/U-box and TRAF-like domains,75.547
BraA02g023990.3C,0.5893476674448904,3.0823211852492713,9.566701796660709,0.0019813843675812017,0.027753922117160018,AT1G77280,NA,Protein kinase protein with adenine nucleotide alpha hydrolases-like domain,88.326
BraA01g004390.3C,0.36711110413384757,6.102251647450826,9.564456564579118,0.001983809171194887,0.027753922117160018,AT4G33740,NA,NA,73.807
BraA10g014020.3C,-0.8865022265714774,2.1625458884741806,9.563444243160006,0.001984903440953206,0.027753922117160018,AT5G56160,NA,Sec14p-like phosphatidylinositol transfer family protein,84.04
BraA03g012160.3C,-0.4819214407988223,5.0869607695489,9.563156344224808,0.001985214757321295,0.027753922117160018,AT5G57910,NA,NA,77.376
BraA03g024730.3C,-0.8285479327769039,2.1055114323986572,9.563104301823117,0.001985271038086648,0.027753922117160018,NA,NA,NA,NA
BraA08g032930.3C,-0.8303801289185129,2.3421272426147923,9.562816911343404,0.001985581862948405,0.027753922117160018,AT1G08930,ERD6,Major facilitator superfamily protein,87.47
BraA03g046450.3C,-0.5704231311516066,2.320300810548062,9.56257647240541,0.001985841945653726,0.027753922117160018,AT4G15800,RALFL33,NA,83.385
BraA02g000170.3C,-1.6117914201391137,0.5573063333350365,9.56083838481129,0.001987723061882371,0.027753922117160018,AT5G01550,LecRK-VI.3,lectin receptor kinase a4.1,79.561
BraA05g018580.3C,0.421628212585814,6.213369189773242,9.560445827739187,0.0019881481728276367,0.027753922117160018,AT1G51070,bHLH115,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,86.736
BraA01g027670.3C,0.22991305498687645,5.614820920486711,9.560209823295423,0.0019884037929535246,0.027753922117160018,AT1G59600,ZCW7,ZCW7,85.524
BraA09g018500.3C,0.4074911600290757,3.7472293341884226,9.5596661678603,0.0019889927615031828,0.027753922117160018,AT1G56700,NA,"Peptidase C15, pyroglutamyl peptidase I-like",89.14
BraA05g004310.3C,-0.2854659773209507,5.537287060609005,9.557726807313713,0.0019910952069604414,0.027769882501314427,AT2G44430,NA,DNA-binding bromodomain-containing protein,74.125
BraA01g002270.3C,-1.7449229301601923,-0.11569889097603867,9.55550398908207,0.0019935077180763252,0.027790149940921553,AT4G36500,NA,NA,89.6
BraA07g018370.3C,-0.8843594711442154,1.380291834850539,9.549515777248729,0.0020000217144031953,0.027867546427528506,AT2G27830,NA,NA,80.069
BraA03g004640.3C,1.3174155777752068,0.5580215632751807,9.541150406444473,0.002009157741239014,0.027981385311640267,AT5G11440,CID5,CTC-interacting domain 5,77.689
BraA10g030580.3C,-0.7035204159897799,2.0830530487559353,9.534138458205689,0.0020168482541615294,0.028074992900793457,AT5G08260,scpl35,serine carboxypeptidase-like 35,84.605
BraA10g012880.3C,-0.29564443769921295,8.002217743873361,9.531859591895412,0.002019354073361051,0.02808934962192209,AT5G54810,ATTSB1,tryptophan synthase beta-subunit 1,90.304
BraA07g015140.3C,-2.620919551766479,-0.5359830336948512,9.53090393055598,0.002020405848507046,0.02808934962192209,NA,NA,NA,NA
BraA03g060130.3C,-0.7363585945437149,1.3702227394880484,9.53055626699259,0.0020207886154406805,0.02808934962192209,AT4G36660,NA,NA,83.644
BraA01g008340.3C,-2.280819941088748,-0.32320573161841565,9.523453196946448,0.002028624995023494,0.028184752448844396,AT4G29310,NA,NA,87.528
BraA06g026760.3C,-2.0466431756419308,-0.09072101690758874,9.51224774259309,0.002041049978926127,0.02833782419432044,AT5G63140,ATPAP29,purple acid phosphatase 29,83.882
BraA08g028230.3C,0.3569302068936813,4.4800930911830665,9.5117542285724,0.002041598974507966,0.02833782419432044,AT1G19360,RRA3,Nucleotide-diphospho-sugar transferase family protein,81.289
BraA09g003490.3C,-0.6465420805552723,8.531768520539227,9.504959526902866,0.0020491727864937618,0.02842562726795148,AT3G28580,NA,NA,86.061
BraA03g000810.3C,0.5011373231172653,5.562921360446133,9.504319827909,0.002049887301945272,0.02842562726795148,AT5G03330,NA,Cysteine proteinases superfamily protein,86.519
BraA01g022750.3C,-0.6020218610890027,2.77026027162784,9.494505474098261,0.002060881225011695,0.02856440541920516,AT3G50900,NA,NA,86.377
BraA01g032560.3C,-0.5342887281039104,3.1562342947977444,9.490851735115555,0.002064989356191896,0.02860765742236578,AT3G21070,ATNADK-1,NAD kinase 1,84.421
BraA07g017050.3C,-0.719553605702796,2.4780559610778052,9.489878716632347,0.0020660847822651994,0.02860915103855559,AT5G66870,ASL1,ASYMMETRIC LEAVES 2-like 1,80.929
BraA08g010190.3C,-1.1056031066661307,0.8220166240125563,9.488000667526663,0.0020682007600918615,0.02861124929679852,AT1G31130,NA,NA,85.507
BraA09g020490.3C,-0.4527427831166068,6.530620594917468,9.487990978061163,0.00206821168280503,0.02861124929679852,AT5G44390,AtBBE25,FAD-binding Berberine family protein,85.3
BraA03g040820.3C,-0.6356532514084725,5.483610486048057,9.4860512167661,0.002070399509852392,0.028627843914751358,AT3G23510,NA,NA,78.62
BraA10g011060.3C,0.5316548894251354,5.22690687412226,9.481088810283055,0.0020760072198983577,0.028691687569663945,AT5G52790,NA,CBS domain-containing protein with a domain of unknown function (DUF21),85.78
BraA09g062510.3C,0.3852014910938794,5.315680394233321,9.479479885951221,0.002077828670630121,0.02870316687210937,AT1G08990,GUX5,plant glycogenin-like starch initiation protein 5,83.69
BraA10g004050.3C,-0.9406209055913053,1.7814713255748418,9.477405470983243,0.002080179491606825,0.028721944477057438,AT1G05300,ZIP5,zinc transporter 5 precursor,89.035
BraA09g006740.3C,-0.5191204323232792,4.479247171329029,9.472516240618063,0.0020857308642457475,0.02878487454762783,AT5G60890,AtATR1,myb domain protein 34,83.796
BraA03g060060.3C,-1.9594284720221755,-0.5374890486422685,9.464286426143701,0.002095109181872986,0.028900534657379358,AT4G36500,NA,NA,91.87
BraA02g041780.3C,-0.4941401116344861,4.402219723699675,9.461410285789242,0.0020983967732732174,0.028932107438447673,AT5G25220,KNAT3,KNOTTED1-like homeobox gene 3,82.513
BraA06g027880.3C,0.40906835457964275,5.42085125646742,9.460091681404066,0.002099905761363525,0.028939138960598763,AT5G64430,NA,Octicosapeptide/Phox/Bem1p family protein,82.627
BraA07g015340.3C,-1.1513630240099053,2.6285929314400884,9.458006616466733,0.002102294119827602,0.028958177594683394,AT1G21130,IGMT4,O-methyltransferase family protein,86.72
BraA04g021870.3C,-0.48667376430267084,2.8993549177837292,9.457140893218153,0.002103286580337402,0.028958177594683394,AT1G06770,AtBMI1B,DREB2A-interacting protein 1,75.606
BraA01g040190.3C,0.3088277573550227,4.5936089848260995,9.455028769029198,0.0021057099023659522,0.0289772859344003,AT3G10550,AtMTM1,NA,87.279
BraA07g020660.3C,-0.8357752642525952,1.7089512519584746,9.454188209930095,0.002106675095893642,0.0289772859344003,AT5G41800,NA,Transmembrane amino acid transporter family protein,90.655
BraA06g009730.3C,0.2749774070017336,9.124050989997821,9.448896200049603,0.002112762094725484,0.029047219914574193,AT1G13440,GAPC-2,glyceraldehyde-3-phosphate dehydrogenase C2,90.462
BraA04g029920.3C,-0.2659948932384165,4.998382160198875,9.443100689115212,0.002119448697889053,0.029125327267765695,AT2G42520,RH37,P-loop containing nucleoside triphosphate hydrolases superfamily protein,83.542
BraA09g022310.3C,-0.3103611242412895,5.910386182861948,9.435092337357872,0.0021287237122276977,0.02923891346411188,AT5G46760,MYC3,Basic helix-loop-helix (bHLH) DNA-binding family protein,83.404
BraA01g037350.3C,-0.3789514544475259,6.891335707628453,9.421649186836149,0.0021443857808306826,0.029424284224460258,AT3G14310,ATPME3,NA,86.723
